project_id,institution_name,institution_type,project_domain,team_size,avg_team_experience,innovation_score,funding_amount_usd,mentorship_support,incubation_support,market_readiness_level,competition_awards,business_model_score,technology_maturity,year,success_label
P0516,Institution_5,Non-technical,GreenTech,4,1.98,0.65,15816.8,1,0,4,4,0.83,5,2019,1
P0517,Institution_35,Non-technical,FinTech,4,0.83,0.59,39989.63,1,1,5,3,0.78,2,2023,1
P0518,Institution_23,Non-technical,HealthTech,7,0.94,0.43,17453.54,0,1,5,3,0.39,1,2020,0
P0519,Institution_29,Private,HealthTech,5,1.95,0.53,1155.54,1,1,3,4,0.55,1,2020,0
P0520,Institution_11,Non-technical,GreenTech,4,3.17,0.81,48019.06,0,0,4,1,0.32,1,2022,0
P0521,Institution_18,Private,AgriTech,7,3.65,0.77,30014.04,0,1,4,0,0.23,4,2021,1
P0522,Institution_12,Private,EdTech,2,2.83,0.35,41156.38,1,0,4,1,0.25,5,2019,0
P0523,Institution_9,Private,AgriTech,7,0.87,0.82,41439.78,0,1,2,0,0.95,5,2020,1
P0524,Institution_10,Technical,GreenTech,2,2.85,0.34,4254.11,0,1,1,4,0.99,5,2022,0
P0525,Institution_17,Technical,EdTech,2,2.72,0.68,9372.15,1,1,1,2,0.28,4,2022,0
P0526,Institution_38,Non-technical,AgriTech,4,3.32,0.48,16244.91,1,0,3,0,0.47,1,2022,0
P0527,Institution_7,Non-technical,EdTech,7,3.39,0.71,16714.26,0,0,4,3,0.29,1,2021,0
P0528,Institution_13,Technical,HealthTech,2,3.54,0.48,33280.52,1,0,4,3,0.87,2,2020,1
P0529,Institution_40,Public,AgriTech,5,1.95,0.99,31533.51,0,1,5,3,0.6,4,2023,1
P0530,Institution_9,Technical,EdTech,4,2.94,0.52,25234.9,1,0,2,1,0.7,3,2023,0
P0531,Institution_27,Private,EdTech,7,1.44,0.47,11351.92,1,0,2,1,0.63,4,2022,0
P0532,Institution_2,Technical,EdTech,7,4.0,0.49,19717.19,1,1,3,1,0.77,2,2022,1
P0533,Institution_5,Private,AgriTech,6,1.11,0.93,27636.1,1,1,1,3,0.46,2,2021,1
P0534,Institution_29,Non-technical,FinTech,7,0.54,0.75,23931.28,0,0,4,0,0.31,2,2022,0
P0535,Institution_37,Public,AgriTech,4,1.02,0.81,7237.33,1,0,3,3,0.21,1,2020,0
P0536,Institution_38,Non-technical,GreenTech,5,3.22,0.94,32826.01,0,0,2,0,0.56,3,2022,0
P0537,Institution_19,Private,AgriTech,7,2.06,0.94,4579.54,0,1,2,1,0.93,2,2022,0
P0538,Institution_8,Private,EdTech,6,2.07,0.82,19531.54,1,1,2,2,0.44,5,2020,1
P0539,Institution_1,Private,HealthTech,4,3.84,0.44,35791.44,1,1,4,1,0.36,1,2019,1
P0540,Institution_22,Public,AgriTech,2,3.72,0.89,1981.15,1,1,4,4,0.94,3,2023,1
P0541,Institution_17,Technical,AgriTech,3,1.59,0.44,28929.16,1,1,4,0,0.28,5,2022,1
P0542,Institution_7,Non-technical,EdTech,3,1.23,0.82,17391.53,1,0,5,2,0.24,3,2020,0
P0543,Institution_25,Non-technical,HealthTech,2,3.47,0.78,1432.76,0,0,1,1,0.9,3,2023,0
P0544,Institution_4,Technical,HealthTech,7,3.67,0.83,10328.78,1,0,2,2,0.76,5,2021,1
P0545,Institution_36,Non-technical,GreenTech,3,2.4,0.67,47106.36,0,1,2,3,0.54,4,2019,1
P0546,Institution_6,Public,AgriTech,3,2.7,0.75,26536.3,0,1,5,0,0.8,3,2022,1
P0547,Institution_31,Non-technical,HealthTech,2,1.4,0.97,49864.13,0,0,2,4,0.79,4,2019,1
P0548,Institution_19,Private,HealthTech,7,3.3,0.37,26716.02,0,0,2,3,0.23,3,2022,0
P0549,Institution_39,Technical,FinTech,7,2.71,0.52,27652.88,1,0,4,2,0.74,5,2022,1
P0550,Institution_27,Public,FinTech,2,2.26,0.73,20200.31,1,1,4,1,0.71,3,2022,1
P0551,Institution_10,Technical,HealthTech,7,0.71,0.97,16191.98,0,1,1,0,0.97,2,2019,1
P0552,Institution_26,Public,GreenTech,7,3.71,0.37,13325.73,0,1,2,4,0.97,2,2021,0
P0553,Institution_19,Private,HealthTech,4,2.65,0.32,17827.61,1,1,3,1,0.5,3,2020,0
P0554,Institution_39,Technical,EdTech,4,1.17,0.34,23532.7,0,1,2,4,0.67,5,2020,0
P0555,Institution_3,Non-technical,AgriTech,2,2.62,0.34,10407.61,1,0,2,0,0.31,5,2021,0
P0556,Institution_13,Public,GreenTech,5,2.87,0.94,12018.88,0,0,1,2,0.25,1,2021,0
P0557,Institution_28,Technical,EdTech,3,2.34,0.8,14305.69,1,1,3,4,0.55,5,2022,1
P0558,Institution_20,Non-technical,GreenTech,4,3.01,0.77,23013.73,0,1,2,0,0.75,4,2022,1
P0559,Institution_28,Technical,EdTech,3,2.54,0.67,32987.85,0,0,3,4,0.65,3,2020,0
P0560,Institution_8,Technical,AgriTech,6,3.82,0.85,42951.16,0,1,4,1,0.54,2,2022,1
P0561,Institution_39,Technical,AgriTech,2,0.69,0.41,15069.46,1,1,4,4,0.85,5,2022,1
P0562,Institution_1,Public,FinTech,5,0.87,0.57,10002.69,1,0,3,1,0.84,2,2021,0
P0563,Institution_3,Non-technical,EdTech,6,1.11,0.64,19563.53,1,1,2,1,0.79,1,2019,1
P0564,Institution_13,Private,FinTech,6,2.92,0.38,44824.77,0,1,3,0,0.26,3,2023,0
P0565,Institution_28,Public,EdTech,7,2.76,0.59,1483.18,0,0,3,3,0.84,5,2023,0
P0566,Institution_25,Public,FinTech,6,3.62,0.52,34215.56,0,1,4,4,0.94,2,2022,1
P0567,Institution_33,Public,AgriTech,2,3.07,0.32,24380.84,0,1,3,2,0.25,5,2022,0
P0568,Institution_38,Private,GreenTech,4,2.28,0.4,8891.26,0,0,5,1,0.52,1,2023,0
P0569,Institution_6,Non-technical,FinTech,2,3.97,0.83,16730.05,0,0,5,3,0.99,2,2021,0
P0570,Institution_32,Non-technical,EdTech,4,1.43,0.31,12022.55,1,1,4,1,0.68,2,2023,0
P0571,Institution_21,Non-technical,EdTech,6,3.42,0.95,44013.78,1,0,2,3,0.61,3,2023,1
P0572,Institution_16,Technical,AgriTech,6,1.99,0.36,24611.8,1,0,2,3,0.34,3,2023,0
P0573,Institution_21,Technical,EdTech,5,2.77,0.86,28591.62,0,1,4,2,0.65,2,2022,1
P0574,Institution_11,Technical,HealthTech,4,3.05,0.93,30090.69,1,0,2,3,0.55,3,2022,1
P0575,Institution_37,Private,GreenTech,6,2.72,0.96,32341.24,0,1,1,2,0.3,2,2023,0
P0576,Institution_36,Technical,FinTech,7,0.99,0.91,25282.23,0,0,5,0,0.57,4,2022,0
P0577,Institution_35,Private,GreenTech,3,2.05,0.5,1875.8,1,0,1,1,0.33,5,2023,0
P0578,Institution_19,Non-technical,AgriTech,5,2.47,0.53,17401.41,0,1,1,2,0.78,4,2021,0
P0579,Institution_20,Technical,FinTech,2,3.47,0.6,10009.79,0,1,1,1,0.98,4,2022,0
P0580,Institution_18,Technical,FinTech,5,2.05,0.4,34327.0,0,1,4,4,0.58,5,2019,1
P0581,Institution_14,Public,HealthTech,3,3.72,0.32,3778.53,0,0,1,0,0.71,2,2022,0
P0582,Institution_15,Private,AgriTech,4,2.04,0.91,28626.37,0,1,3,4,0.54,2,2021,1
P0583,Institution_31,Non-technical,EdTech,2,2.42,0.69,11320.95,1,1,2,4,0.31,3,2021,0
P0584,Institution_1,Public,HealthTech,2,3.29,0.73,47493.45,1,0,4,3,0.98,1,2022,1
P0585,Institution_3,Public,HealthTech,4,2.54,0.95,17441.51,0,0,3,3,0.3,2,2020,0
P0586,Institution_16,Non-technical,GreenTech,5,3.86,0.77,16935.84,0,0,3,4,0.29,5,2023,0
P0587,Institution_23,Public,GreenTech,6,2.81,0.78,46245.85,1,1,5,3,0.57,1,2023,1
P0588,Institution_11,Private,GreenTech,5,2.33,0.85,21450.05,1,0,5,1,0.73,5,2021,1
P0589,Institution_12,Private,HealthTech,3,0.58,0.38,48180.25,1,0,3,3,0.48,5,2022,1
P0590,Institution_10,Technical,EdTech,7,1.95,0.55,2184.35,0,1,5,4,0.35,5,2020,0
P0591,Institution_32,Public,FinTech,6,1.55,0.98,16010.88,1,0,2,3,0.86,1,2019,0
P0592,Institution_16,Technical,GreenTech,5,3.12,0.95,33643.46,1,0,2,3,0.49,4,2023,1
P0593,Institution_8,Public,EdTech,7,1.23,0.92,44651.99,0,1,5,2,0.36,5,2020,1
P0594,Institution_38,Private,AgriTech,7,1.22,0.62,13563.87,0,0,1,2,0.49,3,2023,0
P0595,Institution_12,Private,GreenTech,4,1.16,0.9,46593.4,1,1,3,4,0.37,2,2022,1
P0596,Institution_24,Private,FinTech,3,0.94,0.33,30111.95,0,1,2,1,0.62,2,2023,0
P0597,Institution_28,Public,AgriTech,3,1.59,0.4,40249.4,1,1,5,0,0.73,2,2019,1
P0598,Institution_8,Private,AgriTech,3,3.6,0.59,20463.16,1,1,5,0,0.84,1,2022,1
P0599,Institution_28,Public,FinTech,6,3.21,0.64,11396.84,0,1,2,4,0.38,3,2021,0
P0600,Institution_36,Technical,GreenTech,2,3.07,0.48,45650.54,0,0,2,1,0.33,3,2020,0
P0601,Institution_26,Public,HealthTech,6,3.29,0.55,46723.66,1,1,1,1,0.22,3,2023,1
P0602,Institution_8,Technical,FinTech,5,1.44,0.41,25381.18,0,1,5,1,0.38,3,2022,0
P0603,Institution_28,Public,FinTech,7,3.61,0.64,1318.26,0,1,5,2,0.22,3,2022,0
P0604,Institution_28,Technical,FinTech,7,0.98,0.86,6379.36,0,1,4,4,0.48,4,2023,0
P0605,Institution_37,Private,AgriTech,2,1.68,0.76,29078.37,0,0,1,0,0.32,3,2021,0
P0606,Institution_36,Technical,EdTech,5,2.55,0.38,2165.06,0,0,2,1,0.66,3,2023,0
P0607,Institution_27,Private,HealthTech,2,0.86,0.64,20448.68,0,0,2,4,0.51,1,2021,0
P0608,Institution_17,Private,GreenTech,7,3.06,0.79,15865.13,0,1,3,0,0.27,1,2023,0
P0609,Institution_9,Technical,GreenTech,6,1.86,0.67,36003.07,1,0,2,2,0.52,3,2022,0
P0610,Institution_33,Public,EdTech,3,3.25,0.57,3723.35,0,0,5,3,0.37,4,2019,0
P0611,Institution_20,Public,FinTech,7,2.23,0.74,24947.83,1,1,2,0,0.74,3,2019,1
P0612,Institution_13,Non-technical,HealthTech,4,1.13,0.98,29376.6,0,1,5,0,0.49,3,2022,1
P0613,Institution_28,Public,GreenTech,3,3.07,0.37,31247.26,1,0,5,0,0.32,3,2019,0
P0614,Institution_29,Non-technical,GreenTech,7,1.38,0.57,20852.73,0,0,1,3,0.48,5,2021,0
P0615,Institution_13,Public,FinTech,6,2.22,0.58,15914.02,1,0,2,1,0.38,4,2022,0
P0616,Institution_35,Public,EdTech,2,0.76,0.7,34442.16,0,0,1,3,0.84,2,2021,0
P0617,Institution_6,Private,HealthTech,3,2.66,0.41,42530.88,1,1,5,0,0.99,3,2022,1
P0618,Institution_18,Non-technical,EdTech,6,2.83,0.42,34987.26,0,1,2,2,0.22,2,2021,0
P0619,Institution_5,Public,EdTech,5,1.83,0.5,46673.02,0,1,2,0,0.75,4,2021,1
P0620,Institution_25,Non-technical,HealthTech,4,3.84,0.97,36145.91,1,1,1,2,0.41,3,2019,1
P0621,Institution_2,Private,HealthTech,3,3.56,0.81,38466.32,1,1,1,4,0.25,2,2022,1
P0622,Institution_10,Private,GreenTech,2,2.98,0.76,9227.26,0,0,5,2,0.21,2,2023,0
P0623,Institution_30,Non-technical,GreenTech,5,3.0,0.87,21557.44,1,1,5,0,0.9,4,2019,1
P0624,Institution_5,Private,HealthTech,6,1.38,0.39,24767.71,1,1,2,3,0.48,3,2021,0
P0625,Institution_33,Technical,AgriTech,4,2.8,0.9,13558.36,0,0,2,0,1.0,5,2021,0
P0626,Institution_1,Technical,GreenTech,2,1.19,0.72,26898.45,1,1,4,0,0.55,4,2023,1
P0627,Institution_18,Private,AgriTech,6,1.0,0.53,15248.81,0,0,4,4,0.35,5,2023,0
P0628,Institution_32,Technical,HealthTech,6,4.0,0.87,34687.6,1,1,3,1,0.82,3,2021,1
P0629,Institution_11,Public,GreenTech,3,2.68,0.86,24044.14,0,1,5,0,0.94,2,2023,1
P0630,Institution_21,Non-technical,EdTech,3,2.01,0.89,23481.54,1,1,3,4,0.85,4,2020,1
P0631,Institution_26,Public,HealthTech,2,1.51,0.38,49198.48,0,0,3,3,0.8,4,2019,0
P0632,Institution_25,Non-technical,FinTech,7,2.61,0.98,20229.8,0,1,1,4,0.47,4,2022,0
P0633,Institution_22,Private,AgriTech,7,0.67,0.97,18752.48,1,0,1,4,0.25,1,2023,0
P0634,Institution_27,Public,HealthTech,6,0.83,0.55,16611.61,1,1,4,2,0.36,3,2023,0
P0635,Institution_13,Private,HealthTech,3,0.61,0.35,44842.71,0,1,3,1,0.56,1,2020,0
P0636,Institution_33,Private,GreenTech,4,2.25,0.42,25339.47,0,0,4,1,0.96,4,2022,0
P0637,Institution_34,Non-technical,GreenTech,4,2.6,0.99,30400.71,1,0,5,3,0.78,4,2020,1
P0638,Institution_35,Non-technical,GreenTech,6,0.72,0.69,9860.11,1,1,2,4,0.86,5,2022,1
P0639,Institution_1,Non-technical,FinTech,3,3.02,0.55,27506.18,1,0,1,3,0.42,1,2019,0
P0640,Institution_21,Public,GreenTech,2,1.31,0.5,14457.76,1,1,5,3,0.75,2,2023,1
P0641,Institution_6,Technical,HealthTech,2,2.9,0.48,36801.21,1,1,5,1,0.89,3,2019,1
P0642,Institution_28,Non-technical,GreenTech,2,3.94,0.76,41793.89,1,0,1,1,0.58,2,2022,1
P0643,Institution_17,Non-technical,EdTech,4,2.92,0.59,36025.72,0,0,1,1,0.54,2,2023,0
P0644,Institution_5,Public,GreenTech,3,3.59,0.98,36781.96,1,0,3,0,0.78,3,2020,1
P0645,Institution_31,Non-technical,FinTech,3,3.82,0.78,26111.26,1,1,4,4,0.65,4,2021,1
P0646,Institution_5,Public,EdTech,4,2.2,0.85,35893.78,1,0,5,3,0.99,5,2020,1
P0647,Institution_38,Private,HealthTech,2,2.96,0.5,21711.66,1,1,3,4,0.54,4,2021,1
P0648,Institution_3,Non-technical,HealthTech,2,3.48,0.36,32922.97,0,0,3,3,0.34,4,2020,0
P0649,Institution_23,Non-technical,AgriTech,6,1.75,0.64,13692.92,0,0,5,3,0.58,1,2022,0
P0650,Institution_37,Private,EdTech,7,1.41,0.52,4418.09,0,0,5,3,0.39,2,2019,0
P0651,Institution_37,Private,AgriTech,5,3.81,0.44,21260.19,0,0,2,3,0.65,2,2021,0
P0652,Institution_10,Private,EdTech,7,3.04,0.97,23627.13,1,0,4,2,0.3,2,2022,1
P0653,Institution_10,Non-technical,EdTech,3,1.27,0.61,13563.95,0,1,5,2,0.96,5,2019,1
P0654,Institution_19,Technical,FinTech,3,2.07,0.42,36657.77,1,0,1,0,0.89,5,2019,1
P0655,Institution_17,Technical,AgriTech,3,3.29,0.44,4603.97,1,0,2,1,0.32,5,2023,0
P0656,Institution_21,Technical,FinTech,7,2.41,0.5,11914.67,0,1,4,3,0.34,3,2023,0
P0657,Institution_14,Non-technical,EdTech,5,2.77,1.0,37679.67,0,1,1,4,0.61,5,2023,1
P0658,Institution_9,Private,HealthTech,6,3.14,0.49,22419.09,1,1,1,2,0.82,1,2021,0
P0659,Institution_1,Non-technical,EdTech,7,2.68,0.53,35558.9,0,1,4,1,0.38,1,2021,0
P0660,Institution_13,Private,FinTech,5,2.39,0.76,28806.81,0,0,2,0,0.25,4,2019,0
P0661,Institution_4,Non-technical,AgriTech,2,3.12,0.51,47584.92,1,0,1,1,0.64,4,2021,1
P0662,Institution_1,Non-technical,AgriTech,2,3.05,0.45,30292.0,1,1,3,3,0.75,4,2019,1
P0663,Institution_40,Private,FinTech,3,2.7,0.41,1728.58,1,0,4,1,0.4,4,2022,0
P0664,Institution_32,Technical,AgriTech,4,1.76,0.52,18290.99,1,1,4,3,0.79,1,2020,1
P0665,Institution_34,Private,GreenTech,3,1.92,0.37,8009.97,1,1,5,2,0.96,4,2019,1
P0666,Institution_28,Public,HealthTech,4,3.9,0.31,46307.05,0,0,2,2,0.31,1,2019,0
P0667,Institution_31,Public,HealthTech,5,0.89,0.86,6096.61,1,0,3,3,0.61,5,2022,0
P0668,Institution_8,Private,HealthTech,2,1.44,0.4,19997.63,1,1,3,4,0.25,5,2023,0
P0669,Institution_39,Non-technical,AgriTech,7,2.22,0.84,12078.86,1,0,5,2,0.37,3,2023,0
P0670,Institution_26,Public,AgriTech,4,3.43,0.86,42489.38,0,1,1,4,0.27,4,2023,1
P0671,Institution_34,Public,EdTech,5,1.07,0.68,16119.76,1,1,1,3,0.52,5,2019,1
P0672,Institution_3,Non-technical,EdTech,2,1.47,0.52,49602.78,1,1,3,3,0.86,5,2019,1
P0673,Institution_12,Non-technical,HealthTech,7,0.73,0.4,2892.21,0,1,2,2,0.66,2,2021,0
P0674,Institution_1,Technical,GreenTech,4,2.97,0.82,7285.56,1,0,1,4,0.38,2,2021,0
P0675,Institution_5,Non-technical,EdTech,3,1.33,0.72,12007.3,1,1,4,3,0.23,1,2020,0
P0676,Institution_30,Private,EdTech,3,1.86,0.76,40744.2,1,1,5,2,0.64,3,2020,1
P0677,Institution_30,Private,AgriTech,3,2.05,0.31,44047.34,0,1,2,3,0.31,2,2021,0
P0678,Institution_17,Technical,GreenTech,5,3.62,0.95,4501.12,0,0,1,1,0.47,3,2019,0
P0679,Institution_23,Public,HealthTech,3,1.94,0.35,2590.55,1,1,3,1,0.61,5,2022,0
P0680,Institution_15,Public,EdTech,6,1.01,0.56,37483.29,1,1,5,2,0.92,1,2021,1
P0681,Institution_37,Non-technical,GreenTech,2,2.34,0.58,7534.25,1,0,1,3,0.27,3,2019,0
P0682,Institution_21,Private,GreenTech,5,3.87,0.3,7516.93,0,1,3,2,0.73,2,2021,0
P0683,Institution_14,Public,HealthTech,7,2.63,0.65,2095.96,0,1,1,0,0.21,5,2023,0
P0684,Institution_2,Technical,GreenTech,3,3.94,0.83,3440.59,0,1,5,2,0.7,4,2021,1
P0685,Institution_11,Technical,GreenTech,2,3.44,0.88,13920.1,0,1,4,2,0.64,5,2023,1
P0686,Institution_39,Private,GreenTech,4,0.63,0.92,4185.27,0,0,4,1,0.85,2,2019,0
P0687,Institution_38,Technical,EdTech,3,2.8,0.64,19075.08,0,0,3,1,0.63,2,2023,0
P0688,Institution_34,Technical,HealthTech,2,1.5,0.74,41805.98,1,0,4,3,0.48,4,2021,1
P0689,Institution_38,Private,GreenTech,6,2.46,0.36,16989.69,0,1,5,2,0.39,5,2023,0
P0690,Institution_34,Non-technical,GreenTech,4,1.48,0.64,36663.87,1,0,3,2,0.27,3,2022,0
P0691,Institution_18,Non-technical,EdTech,6,1.72,0.41,5601.59,0,0,1,3,0.63,3,2023,0
P0692,Institution_30,Technical,HealthTech,7,3.73,0.56,33309.38,1,1,2,4,0.91,5,2023,1
P0693,Institution_15,Non-technical,AgriTech,2,1.22,0.53,16520.61,0,0,1,3,0.61,3,2020,0
P0694,Institution_27,Non-technical,EdTech,6,3.56,0.6,37737.89,1,0,5,1,0.79,5,2022,1
P0695,Institution_34,Technical,HealthTech,7,0.61,0.7,7676.35,1,0,3,1,0.44,5,2019,0
P0696,Institution_38,Non-technical,GreenTech,2,0.82,0.93,44996.29,1,1,1,2,0.56,2,2023,1
P0697,Institution_33,Technical,HealthTech,2,3.49,0.58,12886.28,0,1,3,1,0.46,1,2022,0
P0698,Institution_24,Public,HealthTech,6,2.71,0.99,18303.75,0,0,4,3,0.29,2,2019,0
P0699,Institution_15,Private,HealthTech,2,3.12,0.83,47558.85,0,0,2,2,0.53,3,2022,0
P0700,Institution_30,Private,AgriTech,3,1.23,0.66,29345.64,1,1,5,3,0.81,1,2020,1
P0701,Institution_17,Non-technical,HealthTech,2,2.38,0.75,18922.8,1,1,1,3,0.52,5,2019,1
P0702,Institution_5,Non-technical,AgriTech,5,3.08,0.37,47530.51,1,1,2,2,0.72,3,2019,1
P0703,Institution_29,Non-technical,GreenTech,7,2.7,0.89,17124.79,0,1,5,4,0.81,4,2023,1
P0704,Institution_4,Private,AgriTech,2,2.15,0.71,5648.66,0,0,5,1,0.46,3,2021,0
P0705,Institution_10,Public,GreenTech,5,3.86,0.99,49845.6,1,1,4,0,0.84,1,2019,1
P0706,Institution_17,Public,GreenTech,2,2.87,0.75,14124.4,0,0,3,0,0.47,1,2019,0
P0707,Institution_10,Private,AgriTech,2,3.68,0.88,42711.63,0,1,3,0,0.4,5,2020,1
P0708,Institution_17,Public,EdTech,6,3.05,0.86,9111.5,0,1,2,1,0.38,4,2020,0
P0709,Institution_20,Private,FinTech,3,3.07,0.54,36836.34,0,1,4,4,0.36,5,2020,1
P0710,Institution_24,Public,HealthTech,7,0.78,0.48,26698.02,1,1,5,3,0.79,4,2023,1
P0711,Institution_5,Technical,FinTech,3,1.76,0.6,49064.42,0,0,4,2,0.91,4,2019,1
P0712,Institution_34,Technical,HealthTech,4,3.5,0.63,28088.69,0,0,4,4,0.38,5,2020,0
P0713,Institution_6,Private,HealthTech,6,1.31,0.47,2225.74,1,0,2,0,0.27,3,2020,0
P0714,Institution_2,Public,GreenTech,6,0.9,0.93,30590.02,1,1,3,1,0.45,2,2022,1
P0715,Institution_13,Non-technical,HealthTech,3,1.64,0.68,8120.51,0,0,4,1,0.73,4,2022,0
P0716,Institution_11,Public,HealthTech,6,1.27,0.98,40128.5,0,1,4,2,0.49,1,2020,1
P0717,Institution_23,Technical,AgriTech,3,3.74,0.87,42971.84,0,1,4,3,0.64,5,2023,1
P0718,Institution_16,Technical,FinTech,6,3.54,0.69,24622.58,0,0,1,4,0.8,3,2021,0
P0719,Institution_31,Public,AgriTech,2,2.25,0.96,39377.85,1,1,4,4,0.53,4,2022,1
P0720,Institution_11,Public,HealthTech,3,0.71,0.65,8110.43,1,1,4,4,1.0,3,2022,1
P0721,Institution_16,Non-technical,GreenTech,3,3.0,0.92,25111.83,1,0,5,3,0.44,5,2019,1
P0722,Institution_8,Non-technical,AgriTech,5,2.68,0.55,20303.27,0,1,1,3,0.98,1,2019,0
P0723,Institution_4,Public,AgriTech,6,3.9,0.57,30954.55,0,1,4,3,0.36,4,2020,0
P0724,Institution_40,Public,EdTech,6,2.46,0.59,3179.38,1,0,4,2,0.29,4,2019,0
P0725,Institution_4,Public,HealthTech,3,1.68,0.68,37854.02,0,0,2,1,0.8,3,2019,0
P0726,Institution_25,Public,GreenTech,2,2.32,0.69,4877.34,1,1,2,0,0.76,5,2021,1
P0727,Institution_3,Private,AgriTech,2,3.93,0.65,33167.1,1,0,1,3,0.85,2,2023,0
P0728,Institution_32,Public,AgriTech,7,2.94,0.51,1904.4,1,1,5,1,0.47,4,2020,0
P0729,Institution_3,Non-technical,GreenTech,2,2.85,0.95,41762.52,1,0,1,3,0.94,1,2021,1
P0730,Institution_27,Technical,HealthTech,6,1.34,0.71,9560.28,1,1,1,0,0.3,4,2020,0
P0731,Institution_29,Private,EdTech,5,3.1,0.59,26259.38,1,0,2,3,0.22,4,2023,0
P0732,Institution_32,Public,AgriTech,3,3.13,0.76,13813.15,1,0,2,1,0.44,2,2020,0
P0733,Institution_19,Technical,EdTech,4,1.61,0.84,36409.71,0,1,5,2,0.84,2,2019,1
P0734,Institution_21,Private,FinTech,5,2.19,0.97,16746.2,1,0,4,0,0.74,5,2023,1
P0735,Institution_5,Technical,HealthTech,4,1.53,0.65,36505.85,1,0,5,1,0.55,4,2021,1
P0736,Institution_18,Public,FinTech,5,1.41,0.38,14958.69,0,1,4,4,0.41,4,2021,0
P0737,Institution_28,Public,FinTech,2,0.59,0.61,37871.18,1,0,3,4,0.25,3,2022,0
P0738,Institution_22,Non-technical,FinTech,6,1.5,0.64,2499.67,0,0,2,4,0.47,3,2021,0
P0739,Institution_21,Public,HealthTech,4,2.44,0.93,14882.26,1,0,3,2,0.57,1,2022,0
P0740,Institution_6,Public,HealthTech,5,0.51,0.58,25433.04,0,1,3,3,0.75,1,2019,0
P0741,Institution_1,Private,GreenTech,6,1.49,0.97,3207.92,0,0,2,3,0.72,3,2021,0
P0742,Institution_5,Non-technical,EdTech,4,3.58,0.64,10115.67,0,1,3,3,0.96,1,2023,0
P0743,Institution_12,Private,EdTech,3,2.58,0.98,46792.31,1,1,1,2,0.28,4,2022,1
P0744,Institution_26,Technical,GreenTech,5,2.63,0.31,48864.88,0,0,4,4,0.47,2,2021,0
P0745,Institution_34,Public,GreenTech,3,1.91,0.93,37247.75,1,1,5,3,0.59,4,2019,1
P0746,Institution_14,Technical,FinTech,2,2.87,0.95,13357.8,1,1,2,2,0.74,3,2023,1
P0747,Institution_26,Private,GreenTech,3,1.16,0.97,13765.35,1,1,1,2,0.6,5,2023,1
P0748,Institution_27,Public,AgriTech,3,3.37,0.31,32643.73,1,1,5,1,0.93,5,2019,1
P0749,Institution_9,Public,EdTech,7,0.91,0.42,6762.38,1,0,5,3,0.69,3,2021,0
P0750,Institution_26,Private,GreenTech,5,2.8,0.76,47467.16,1,0,5,4,0.23,4,2020,1
P0751,Institution_22,Private,AgriTech,2,1.69,0.32,12015.83,1,0,3,0,0.29,1,2021,0
P0752,Institution_30,Private,AgriTech,3,3.12,0.34,49982.15,0,1,3,2,0.8,1,2022,0
P0753,Institution_17,Private,AgriTech,6,2.42,0.45,25290.96,1,1,3,1,0.77,5,2022,1
P0754,Institution_26,Private,AgriTech,4,2.08,0.66,38800.07,1,0,3,0,0.32,3,2021,0
P0755,Institution_36,Public,FinTech,3,1.09,0.68,1107.02,0,1,1,2,0.25,3,2022,0
P0756,Institution_1,Private,AgriTech,2,2.73,0.32,44548.57,1,0,3,1,0.66,2,2020,0
P0757,Institution_8,Public,FinTech,3,3.91,0.42,14230.1,0,1,2,3,0.71,5,2020,0
P0758,Institution_35,Public,FinTech,4,3.39,0.65,33728.9,0,0,5,1,0.31,3,2023,0
P0759,Institution_15,Private,AgriTech,2,0.71,0.72,40511.41,1,0,1,2,0.58,2,2022,0
P0760,Institution_22,Private,EdTech,5,1.82,0.4,9043.24,1,0,3,3,0.44,1,2021,0
P0761,Institution_14,Non-technical,AgriTech,2,3.74,0.58,22682.96,0,1,5,4,0.95,5,2023,1
P0762,Institution_26,Public,AgriTech,5,2.26,0.93,25197.96,1,0,1,1,0.38,5,2020,1
P0763,Institution_28,Private,AgriTech,2,2.82,1.0,16293.85,0,1,5,0,0.79,3,2023,1
P0764,Institution_23,Private,EdTech,4,3.69,0.99,24606.04,0,1,1,3,0.61,3,2019,1
P0765,Institution_14,Private,HealthTech,4,3.56,0.92,16559.74,1,0,4,3,0.21,4,2022,0
P0766,Institution_24,Non-technical,HealthTech,2,2.26,0.58,18676.64,0,0,1,4,0.61,1,2021,0
P0767,Institution_2,Non-technical,FinTech,3,2.03,0.78,33797.23,1,1,3,1,0.28,1,2020,1
P0768,Institution_26,Technical,FinTech,4,1.69,0.59,31997.07,1,1,5,0,0.73,2,2023,1
P0769,Institution_14,Public,EdTech,5,3.02,0.75,12381.02,0,0,5,4,0.65,2,2021,0
P0770,Institution_7,Technical,GreenTech,5,1.5,0.52,44976.66,0,0,5,1,0.21,4,2022,0
P0771,Institution_3,Private,HealthTech,6,1.37,0.72,43276.64,1,1,2,0,0.36,1,2021,1
P0772,Institution_23,Non-technical,FinTech,7,1.75,0.67,25945.08,1,0,2,0,0.82,2,2022,0
P0773,Institution_18,Non-technical,HealthTech,7,1.12,0.32,22229.29,1,0,3,2,0.42,1,2022,0
P0774,Institution_38,Technical,EdTech,7,2.93,0.85,19465.94,0,0,4,0,0.6,1,2022,0
